PopName,Area,Year,YearReg,Month,Vital,RefCode,Access,Births,NoteCode1,NoteCode2,NoteCode3,LDB
AUT,1,1945,1945,1,1,26,O,10851,.,.,.,1
AUT,1,1945,1945,2,1,26,O,9919,.,.,.,1
AUT,1,1945,1945,3,1,26,O,10350,.,.,.,1
AUT,1,1945,1945,4,1,26,O,9114,.,.,.,1
AUT,1,1945,1945,5,1,26,O,9057,.,.,.,1
AUT,1,1945,1945,6,1,26,O,7996,.,.,.,1
AUT,1,1945,1945,7,1,26,O,8222,.,.,.,1
AUT,1,1945,1945,8,1,26,O,7944,.,.,.,1
AUT,1,1945,1945,9,1,26,O,8037,.,.,.,1
AUT,1,1945,1945,10,1,26,O,7441,.,.,.,1
AUT,1,1945,1945,11,1,26,O,6242,.,.,.,1
AUT,1,1945,1945,12,1,26,O,6196,.,.,.,1
AUT,1,1945,1945,TOT,1,26,O,101369,.,.,.,1
AUT,1,1946,1946,1,1,26,O,7616,.,.,.,1
AUT,1,1946,1946,2,1,26,O,7664,.,.,.,1
AUT,1,1946,1946,3,1,26,O,8337,.,.,.,1
AUT,1,1946,1946,4,1,26,O,8046,.,.,.,1
AUT,1,1946,1946,5,1,26,O,8546,.,.,.,1
AUT,1,1946,1946,6,1,26,O,9051,.,.,.,1
AUT,1,1946,1946,7,1,26,O,9812,.,.,.,1
AUT,1,1946,1946,8,1,26,O,9973,.,.,.,1
AUT,1,1946,1946,9,1,26,O,10557,.,.,.,1
AUT,1,1946,1946,10,1,26,O,10508,.,.,.,1
AUT,1,1946,1946,11,1,26,O,10356,.,.,.,1
AUT,1,1946,1946,12,1,26,O,10836,.,.,.,1
AUT,1,1946,1946,TOT,1,26,O,111302,.,.,.,1
AUT,1,1947,1947,1,1,26,O,12199,.,.,.,1
AUT,1,1947,1947,2,1,26,O,10854,.,.,.,1
AUT,1,1947,1947,3,1,26,O,11764,.,.,.,1
AUT,1,1947,1947,4,1,26,O,10688,.,.,.,1
AUT,1,1947,1947,5,1,26,O,11103,.,.,.,1
AUT,1,1947,1947,6,1,26,O,10662,.,.,.,1
AUT,1,1947,1947,7,1,26,O,10712,.,.,.,1
AUT,1,1947,1947,8,1,26,O,10260,.,.,.,1
AUT,1,1947,1947,9,1,26,O,10767,.,.,.,1
AUT,1,1947,1947,10,1,26,O,10499,.,.,.,1
AUT,1,1947,1947,11,1,26,O,9590,.,.,.,1
